merged,name,lat,lon,Address,Municipality,Sale price
"221 Adams Road, Sullivan, New York","221, Adams Road, Rock Hill, Town of Thompson, Sullivan County, New York, 12775, United States",41.62938248723589,-74.58586276225304,221 Adams Road,Sullivan,18000
"4737 Weller Hall Place, Clay, New York","4737, Weller Hall Place, Town of Clay, Onondaga County, New York, 13041, United States",43.17853894897959,-76.18500979591838,4737 Weller Hall Place,Clay,58750
" Us Rt 11, Hastings, New York","North Broadway, Village of Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States",40.9905713,-73.8782854, Us Rt 11,Hastings,70000
" Us Rt 11, Hastings, New York","North Broadway, Village of Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States",40.9905713,-73.8782854, Us Rt 11,Hastings,3993
"1081 Nottingham Rd, DeWitt, New York","1081, Nottingham Road, Town of De Witt, Onondaga County, New York, 13078, United States",43.015663450000005,-76.096477684261,1081 Nottingham Rd,DeWitt,55000
"3753 Malibu Hills Drive, Camillus (town), New York","3753, Malibu Hills Drive, City of Syracuse, Onondaga County, New York, 13209, United States",43.0596477,-76.2523284,3753 Malibu Hills Drive,Camillus (town),70000
"142 Giddings Trail, Lysander, New York","142, Giddings Trail, Town of Lysander, Onondaga County, New York, 13027, United States",43.17394514285714,-76.35447257142857,142 Giddings Trail,Lysander,54000
"142 Giddings Trail, Lysander, New York","142, Giddings Trail, Town of Lysander, Onondaga County, New York, 13027, United States",43.17394514285714,-76.35447257142857,142 Giddings Trail,Lysander,50000
"4350 Outlook Dr, Onondaga, New York","4350, Outlook Drive, City of Syracuse, Onondaga County, New York, 13215, United States",42.9821348,-76.1719359,4350 Outlook Dr,Onondaga,50000
" Punkin Hook Dr, Sandy Creek (town), New York","Punkin Hook Drive, Town of Sandy Creek, Oswego County, New York, 13145, United States",43.640819,-76.14633, Punkin Hook Dr,Sandy Creek (town),80000
"3364 Longview Ter, Lysander, New York","Longview Terrace, Radisson, Town of Lysander, Onondaga County, New York, 13135, United States",43.2023512,-76.2840647,3364 Longview Ter,Lysander,515000
" Dietrich Rd, Volney, New York","Dietrich Road, Town of Volney, Oswego County, New York, 13126, United States",43.377721,-76.411463, Dietrich Rd,Volney,11600
" Dietrich Rd, Volney, New York","Dietrich Road, Town of Volney, Oswego County, New York, 13126, United States",43.377721,-76.411463, Dietrich Rd,Volney,8400
" Mc Alpine St, Salina, New York","Mc Alpine Street, Mattydale, Town of Salina, Onondaga County, New York, 13211, United States",43.095161,-76.156171, Mc Alpine St,Salina,7200
"143 Baker Ave, Syracuse, New York","143, Baker Avenue, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.0301527,-76.1439653,143 Baker Ave,Syracuse,150000
"2740 Sand Beach Rd, Fleming, New York","2740, Sand Beach Road, Sherlock Corners, Melrose Park, City of Auburn, Aurelius, Cayuga County, New York, 13021, United States",42.8979186,-76.5587798,2740 Sand Beach Rd,Fleming,27000
"553 Oakwood Ave, Syracuse, New York","553, Oakwood Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.0325211,-76.1442982,553 Oakwood Ave,Syracuse,86
"156 Albany St, Oswego (city), New York","156, West Albany Street, City of Oswego, Oswego County, New York, 13126, United States",43.4482315,-76.52157650000001,156 Albany St,Oswego (city),3000
" Roberts St, Lenox, New York","Roberts Street, Village of Canastota, Town of Lenox, Madison County, New York, 13032, United States",43.088699,-75.733768, Roberts St,Lenox,40000
" Slosson Rd, West Monroe, New York","Slosson Road, Union Settlement, Town of West Monroe, Oswego County, New York, 13167, United States",43.3106954,-76.0379681, Slosson Rd,West Monroe,25000
"5252 Bennetts Corners Rd, Camillus (town), New York","5252, Bennetts Corners Road, Oswego Bitter, Town of Elbridge, Onondaga County, New York, 13060, United States",43.0251382,-76.3608383,5252 Bennetts Corners Rd,Camillus (town),57000
"105 Drexler Ave, Salina, New York","105, Drexler Avenue South, Galeville, Town of Salina, Onondaga County, New York, 13088, United States",43.0900682,-76.17219829932974,105 Drexler Ave,Salina,235000
" Olde Maple Ave, Volney, New York","Olde Maple Avenue, Town of Volney, Oswego County, New York, 13069, United States",43.315365,-76.389083, Olde Maple Ave,Volney,26150
" Earlville Rd, Hamilton (town), New York","Earlville Road, Town of Hamilton, Madison County, New York, 13332, United States",42.746036,-75.531062, Earlville Rd,Hamilton (town),155000
"4664 Wetzel Rd, Clay, New York","4664, Wetzel Road, Town of Clay, Onondaga County, New York, 13090, United States",43.1503455,-76.1925707,4664 Wetzel Rd,Clay,65000
" Eleventh St, Fulton, New York","West Eleventh Avenue, Ward 6, City of Gloversville, Fulton County, New York, 12078, United States",43.0637599,-74.3491552, Eleventh St,Fulton,45000
" Jordan Rd, Elbridge (town), New York","Jordan Road, Village of Elbridge, Town of Elbridge, Onondaga County, New York, 13060, United States",43.026308,-76.446272, Jordan Rd,Elbridge (town),140000
"2234 Gidran Dr, Sullivan, New York","2234, Gidran Drive, Town of Sullivan, Madison County, New York, 13037, United States",43.0535787,-75.907024,2234 Gidran Dr,Sullivan,35000
"122 Memphis St, Salina, New York","122, Memphis Street, Village of Liverpool, Town of Salina, Onondaga County, New York, 13088, United States",43.1088837,-76.202983,122 Memphis St,Salina,38000
"214 Woodland Ave, Syracuse, New York","214, Woodland Avenue, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.0296575,-76.1432458,214 Woodland Ave,Syracuse,150000
"105 Lake Forest Dr, Minoa, New York","105, Lake Forest Drive, Village of Minoa, Town of Manlius, Onondaga County, New York, 13116, United States",43.0690252,-76.0145004,105 Lake Forest Dr,Minoa,45000
"1170 Hard Point Rd, Conquest, New York","1170, Hard Point Road, Hard Point, Village of Port Byron, Cayuga County, New York, 13140, United States",43.0887213,-76.6627496,1170 Hard Point Rd,Conquest,5000
"8789 Dinglehole Rd, Lysander, New York","8789, Dinglehole Road, Hortontown, Town of Lysander, Onondaga County, New York, 13027, United States",43.195561,-76.3767227,8789 Dinglehole Rd,Lysander,375000
" Harbor Brook Dr, Scriba, New York","Harbor Brook Drive, Harbor Brook Sites, Town of Scriba, Oswego County, New York, 13126, United States",43.446812,-76.473385, Harbor Brook Dr,Scriba,129900
"2005 Rubicon Rd, Lysander, New York","2005, Rubicon Road, Town of Lysander, Onondaga County, New York, 13027, United States",43.16723910204082,-76.37355887755102,2005 Rubicon Rd,Lysander,85000
" Eagle Village Rd, Manlius (town), New York","North Eagle Village Road, Eagle Village, Town of Manlius, Onondaga County, New York, 13104, United States",43.019328,-75.955281, Eagle Village Rd,Manlius (town),130000
"437 Fox Rd, Redfield, New York","437, Fox Road, Town of Redfield, Town of Williamstown, Oswego County, New York, 13493, United States",43.5188365,-75.7875818,437 Fox Rd,Redfield,115000
"4538 Hollyshire Way, Clay, New York","Hollyshire Way, Town of Clay, Onondaga County, New York, 13041, United States",43.2024673,-76.1991162,4538 Hollyshire Way,Clay,78500
"3118 Cold Springs Rd, Lysander, New York","3118, Cold Springs Road, Town of Lysander, Onondaga County, New York, 13027, United States",43.14902085,-76.2945738,3118 Cold Springs Rd,Lysander,85000
"8861 Shellman Dr, Cicero, New York","8861, Shellman Drive, Lower South Bay, Town of Cicero, Onondaga County, New York, 13039, United States",43.199058513217615,-76.07036862134957,8861 Shellman Dr,Cicero,1150000
"9112 Whistling Swan Ln, Manlius (town), New York","9112, Whistling Swan Lane, Town of Manlius, Onondaga County, New York, 13104, United States",42.9923371,-75.9387253,9112 Whistling Swan Ln,Manlius (town),90000
"1860 Lake Rd, Skaneateles (town), New York","1860, West Lake Road, Mandana, Town of Skaneateles, Onondaga County, New York, 13152, United States",42.8616741,-76.3997265,1860 Lake Rd,Skaneateles (town),1800000
"45118 Havens Av, Auburn, New York","Havens Avenue, Melrose Park, City of Auburn, Aurelius, Cayuga County, New York, 13021, United States",42.926644,-76.545943,45118 Havens Av,Auburn,159900
"1900 Patterson Rd, Otisco, New York","1900, Patterson Road, Gamble Mill, Town of Otisco, Marcellus, Onondaga County, New York, 13110, United States",42.8634711,-76.2647561,1900 Patterson Rd,Otisco,304900
" Meridan Ave, Minetto, New York","Meridan Avenue, Town of Minetto, Oswego County, New York, 13126, United States",43.407096,-76.479823, Meridan Ave,Minetto,10000
"104 Graves St, Syracuse, New York","104, Graves Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13203, United States",43.0611415,-76.1419472,104 Graves St,Syracuse,151
"526-28 Richmond Ave, Syracuse, New York","Richmond Avenue, Westside, City of Syracuse, Onondaga County, New York, 13204, United States",43.050214,-76.17301,526-28 Richmond Ave,Syracuse,151
"220-22 Burt St, Syracuse, New York","Burt Street, University Hill, City of Syracuse, Onondaga County, New York, 13202, United States",43.038431,-76.143138,220-22 Burt St,Syracuse,60
"8824 Brewerton Rd, Cicero, New York","8824, Brewerton Road, Brewerton, Town of Cicero, Onondaga County, New York, 13029, United States",43.1967188,-76.1269164,8824 Brewerton Rd,Cicero,73000
" Genesee  St, Chittenango, New York","Genesee Street, Village of Chittenango, Town of Sullivan, Lenox, Madison County, New York, 13037, United States",43.048796,-75.865933, Genesee  St,Chittenango,40000
"7623 River Rd, Lysander, New York","7623, River Road, Cold Springs, Town of Lysander, Onondaga County, New York, 13027, United States",43.1394256,-76.257371,7623 River Rd,Lysander,30000
"246 Paradise Rd, Palermo, New York","246, Paradise Road, Catfish Corners, Town of Palermo, Oswego County, New York, 13036, United States",43.3854129,-76.2069366,246 Paradise Rd,Palermo,75000
"4882 Silver Street Rd, Fleming, New York","4882, Silver Street Road, City of Auburn, Scipio, Cayuga County, New York, 13021, United States",42.8542485,-76.560679,4882 Silver Street Rd,Fleming,325000
"3372 Longview Terrace, Lysander, New York","Longview Terrace, Radisson, Town of Lysander, Onondaga County, New York, 13135, United States",43.2023512,-76.2840647,3372 Longview Terrace,Lysander,80000
" Royalty Ln, Granby, New York","Royalty Lane, Town of Granby, Oswego County, New York, 13069, United States",43.331797,-76.449957, Royalty Ln,Granby,35000
"452 Canal St, Canastota, New York","Canal Street, Village of Canastota, Town of Lenox, Madison County, New York, 13032, United States",43.079488,-75.751948,452 Canal St,Canastota,12500
" Gulf Rd, Pompey, New York","Gulf Road, Dennis Farms, Town of Pompey, Onondaga County, New York, 13104, United States",42.908763,-75.934428, Gulf Rd,Pompey,36800
" Lebanon Center Rd, Lebanon, New York","Lebanon Center Road, Lebanon Center, Town of Lebanon, Madison County, New York, 13332, United States",42.784437,-75.606294, Lebanon Center Rd,Lebanon,169000
"4074 Mercun Dr, Onondaga, New York","4074, Mercun Drive, Town of Onondaga, Onondaga County, New York, 13078, United States",42.968484,-76.1215569,4074 Mercun Dr,Onondaga,18000
"3476 Long Shadow Dr, Lysander, New York","3476, Long Shadow Drive, Town of Lysander, Onondaga County, New York, 13027, United States",43.16722448148607,-76.2719113932007,3476 Long Shadow Dr,Lysander,607850
" Velasko Rd, Onondaga, New York","Velasko Road, Skunk City, City of Syracuse, Onondaga County, New York, 13207, United States",43.0331864,-76.187278, Velasko Rd,Onondaga,48000
"4006 Oran Gulf Rd, Pompey, New York","4006, Oran Gulf Road, Dennis Farms, Town of Manlius, Onondaga County, New York, 13104, United States",42.9641152,-75.9379881,4006 Oran Gulf Rd,Pompey,205000
"149 Bridge St, Oswego (city), New York","149, East Bridge Street, City of Oswego, Oswego County, New York, 13126, United States",43.4600696,-76.5000209,149 Bridge St,Oswego (city),8000
"1601 Grassy Lane Road, Cazenovia (town), New York","1601, Grassy Lane Road, Town of Cazenovia, Madison County, New York, 13035, United States",42.9252766,-75.8921329,1601 Grassy Lane Road,Cazenovia (town),130000
"5570 Rolling Meadows Way, Camillus (town), New York","5570, Rolling Meadows Way, Town of Camillus, Onondaga County, New York, 13031, United States",43.0430171,-76.3290356,5570 Rolling Meadows Way,Camillus (town),399450
"111 East Ave, East Syracuse, New York","111, East Avenue, Village of East Syracuse, Town of De Witt, Onondaga County, New York, 13057, United States",43.0664014,-76.0780424,111 East Ave,East Syracuse,150000
" Dublin Rd, Marcellus (town), New York","Dublin Road, Town of Marcellus, Onondaga County, New York, 13108, United States",42.988217,-76.33275, Dublin Rd,Marcellus (town),2000
"412 Oswego St, Syracuse, New York","412, Oswego Street, Near Westside, City of Syracuse, Onondaga County, New York, 13204, United States",43.0435481,-76.1642552,412 Oswego St,Syracuse,1200
" Coulter Cove Rd, Sullivan, New York","Coulter Cove Road, Town of Sullivan, Madison County, New York, United States",43.158484,-75.831079, Coulter Cove Rd,Sullivan,148500
" Oran Delphi Rd, Pompey, New York","Oran Delphi Road, Oran, Town of Pompey, Onondaga County, New York, 13104, United States",42.974472,-75.934013, Oran Delphi Rd,Pompey,28150
"433 Gaylord Ln, Tully (town), New York","433, Gaylord Lane, Tully Center, Town of Tully, Onondaga County, New York, 13159, United States",42.7923213,-76.1302326,433 Gaylord Ln,Tully (town),165000
" Towsley Rd, Albion, New York","Towsley Road, Town of Albion, Oswego County, New York, 13142, United States",43.518458,-76.082796, Towsley Rd,Albion,27000
"10 Academy St, Mexico (village), New York","10, Academy Street, Village of Mexico, Town of Mexico, Oswego County, New York, 13114, United States",43.460593,-76.2362664,10 Academy St,Mexico (village),30000
"1633 Grassy Lane Rd, Cazenovia (town), New York","1633, Grassy Lane Road, Town of Cazenovia, Madison County, New York, 13035, United States",42.92503323253048,-75.89059100744905,1633 Grassy Lane Rd,Cazenovia (town),30000
" Tuscarora Rd, Chittenango, New York","Tuscarora Road, Village of Chittenango, Town of Sullivan, Lenox, Madison County, New York, 13037, United States",43.054026,-75.867178, Tuscarora Rd,Chittenango,35000
"4734 Weller Hall Place, Clay, New York","4734, Weller Hall Place, Town of Clay, Onondaga County, New York, 13041, United States",43.17853806122449,-76.18502724489797,4734 Weller Hall Place,Clay,58750
"104 & 106 Minoa Lakes Drive, Minoa, New York","Minoa Lakes Drive, Village of Minoa, Town of Manlius, Onondaga County, New York, 13116, United States",43.0660518,-76.0110458,104 & 106 Minoa Lakes Drive,Minoa,120000
"104 & 106 Minoa Lakes Drive, Minoa, New York","Minoa Lakes Drive, Village of Minoa, Town of Manlius, Onondaga County, New York, 13116, United States",43.0660518,-76.0110458,104 & 106 Minoa Lakes Drive,Minoa,48000
" Snell Rd, Lenox, New York","Snell Road, Town of Lenox, Madison County, New York, 83032, United States",43.162763,-75.782185, Snell Rd,Lenox,44666
" Snell Rd, Lenox, New York","Snell Road, Town of Lenox, Madison County, New York, 83032, United States",43.162763,-75.782185, Snell Rd,Lenox,22333
" Snell Rd, Lenox, New York","Snell Road, Town of Lenox, Madison County, New York, 83032, United States",43.162763,-75.782185, Snell Rd,Lenox,15000
"2330 W Genesee Rd, Lysander, New York","2330, West Genesee Road, Village of Baldwinsville, Town of Lysander, Onondaga County, New York, 13027, United States",43.1623876,-76.3455349,2330 W Genesee Rd,Lysander,75000
"2338 W Genesee Rd, Lysander, New York","2338, West Genesee Road, Village of Baldwinsville, Town of Lysander, Onondaga County, New York, 13027, United States",43.1623724,-76.3452794,2338 W Genesee Rd,Lysander,50000
"133 Riverside Pointe Dr, Albion, New York","133, Riverside Pointe Drive, Town of Albion, Oswego County, New York, 13142, United States",43.5385198,-76.0694643,133 Riverside Pointe Dr,Albion,22000
"1108 Morgan Rd, Lysander, New York","1108, Morgan Road, Jacks Reef, Town of Lysander, Onondaga County, New York, 13112, United States",43.0977436,-76.4260125,1108 Morgan Rd,Lysander,85500
"114 Beley Ave, Salina, New York","114, Beley Avenue, Hinsdale, Mattydale, City of Syracuse, Onondaga County, New York, 13211, United States",43.1001129,-76.1431896,114 Beley Ave,Salina,175000
"146 Russell Rd, Granby, New York","146, Russell Road, City of Fulton, Oswego County, New York, 13069, United States",43.2606185,-76.44571914648188,146 Russell Rd,Granby,40000
"120 Snell Terr, Syracuse, New York","120, Snell Terrace, South Valley, City of Syracuse, Onondaga County, New York, 13205, United States",42.9990222,-76.1362183,120 Snell Terr,Syracuse,6500
" Pauline Dr, Chittenango, New York","Pauline Drive, Village of Chittenango, Town of Sullivan, Lenox, Madison County, New York, 13037, United States",43.054164,-75.876538, Pauline Dr,Chittenango,60000
"7776 Longbow Way, Lysander, New York","7776, Longbow Way, Town of Lysander, Onondaga County, New York, 13027, United States",43.14399147885997,-76.25884391638144,7776 Longbow Way,Lysander,130000
"3247 Route 26, Eaton, New York","3247, State Route 26, West Eaton, Town of Eaton, Madison County, New York, 13334, United States",42.8540766,-75.6607707,3247 Route 26,Eaton,6000
"5542 Rolling Meadows Way, Camillus (town), New York","5542, Rolling Meadows Way, Town of Camillus, Onondaga County, New York, 13031, United States",43.0410297,-76.3274521,5542 Rolling Meadows Way,Camillus (town),400000
"5542 Rolling Meadows Way, Camillus (town), New York","5542, Rolling Meadows Way, Town of Camillus, Onondaga County, New York, 13031, United States",43.0410297,-76.3274521,5542 Rolling Meadows Way,Camillus (town),400000
"1491 Genesee St, Skaneateles (town), New York","West Genesee Street, Village of Skaneateles, Town of Skaneateles, Marcellus, Onondaga County, New York, 13152, United States",42.9448056,-76.4351965,1491 Genesee St,Skaneateles (town),665000
" Willowdale Rd, Spafford, New York","Willowdale Road, Town of Spafford, Onondaga County, New York, United States",42.813563,-76.252494, Willowdale Rd,Spafford,55000
"7732 Seneca Beach Dr, Van Buren, New York","7732, Seneca Beach Drive, Town of Van Buren, Onondaga County, New York, 13027, United States",43.1452093,-76.3143562,7732 Seneca Beach Dr,Van Buren,27000
" Tall Tree Ln, Lysander, New York","Tall Tree Lane, Town of Lysander, Onondaga County, New York, 13027, United States",43.1604722,-76.2738393, Tall Tree Ln,Lysander,65000
"546-48 Oakwood Ave, Syracuse, New York","Oakwood Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.0356598,-76.1454064,546-48 Oakwood Ave,Syracuse,86
"3044 Chillingham Way, Lysander, New York","3044, Chillingham Way, Town of Lysander, Onondaga County, New York, 13027, United States",43.1557741,-76.2951042,3044 Chillingham Way,Lysander,403765
"9523 Brewerton Rd, Cicero, New York","9523, Brewerton Road, Brewerton, Town of Cicero, Onondaga County, New York, 13029, United States",43.2304016,-76.1396033,9523 Brewerton Rd,Cicero,235000
"9613 Kenzie Grace Path, Clay, New York","Kenzie Grace Path, Town of Clay, Onondaga County, New York, 13029, United States",43.2375233,-76.1654552,9613 Kenzie Grace Path,Clay,73500
"3845 Hallston Dr, Clay, New York","Hallston Drive, Town of Clay, Onondaga County, New York, 13090, United States",43.1924639,-76.2455465,3845 Hallston Dr,Clay,45000
" Pratt Dr, Granby, New York","Pratt Drive, Town of Granby, Oswego County, New York, 13126, United States",43.354946,-76.486077, Pratt Dr,Granby,17000
"435 Boscobel Ln, Niles, New York","435, Boscobel Lane, Town of Moravia, Cayuga County, New York, 13118, United States",42.8045364,-76.4883727,435 Boscobel Ln,Niles,15000
"4663 Wetzel Rd, Clay, New York","4663, Wetzel Road, Town of Clay, Onondaga County, New York, 13090, United States",43.1511041,-76.1926585,4663 Wetzel Rd,Clay,140000
" Case Hill Rd, Otisco, New York","Case Hill Road, Maple Grove, Town of Otisco, Onondaga County, New York, 13084, United States",42.8958024,-76.1849487, Case Hill Rd,Otisco,35000
" Hidden Falls Rd, Tully (town), New York","Hidden Falls Road, Town of Tully, Onondaga County, New York, 13159, United States",42.812987,-76.159611, Hidden Falls Rd,Tully (town),17500
"3200 Bellevue Ave, Onondaga, New York","3200, Bellevue Avenue, Taunton, City of Syracuse, Marcellus, Onondaga County, New York, 13219, United States",43.0255957,-76.2093759,3200 Bellevue Ave,Onondaga,120000
"2363 Warners Rd, Van Buren, New York","2363, Warners Road, Town of Van Buren, Onondaga County, New York, 13164, United States",43.0918505,-76.3440184,2363 Warners Rd,Van Buren,200000
"4341 November Ln, Onondaga, New York","4341, November Lane, Town of Onondaga, Marcellus, Onondaga County, New York, 13215, United States",43.0148843125,-76.21555434375,4341 November Ln,Onondaga,128600
"5019 Kasson Rd, Onondaga, New York","5019, Kasson Road, Wellington Corner, City of Syracuse, Marcellus, Onondaga County, New York, 13215, United States",43.0099585,-76.2696325,5019 Kasson Rd,Onondaga,4000
"14977 Hickory Grove Dr, New Haven, New York","Hickory Grove Drive, Hickory Grove, Town of New Haven, Oswego County, New York, United States",43.508771,-76.317296,14977 Hickory Grove Dr,New Haven,105000
"6201 Poolsbrook Rd, Manlius (town), New York","6201, Poolsbrook Road, Town of Manlius, Onondaga County, New York, 13082, United States",43.0710343,-75.9273046,6201 Poolsbrook Rd,Manlius (town),22500
"4309 Tiger Lily Path, Clay, New York","Tiger Lily Path, Town of Clay, Onondaga County, New York, 13090, United States",43.1581507,-76.2092185,4309 Tiger Lily Path,Clay,76500
"5880 Brooklyn St, Eaton, New York","5880, Brooklyn Street, Town of Eaton, Madison County, New York, 13334, United States",42.8518018,-75.608771,5880 Brooklyn St,Eaton,3000
"614 Vine St, Syracuse, New York","614, Vine Street, Lincoln Park, City of Syracuse, Onondaga County, New York, 13203, United States",43.0596858,-76.125462,614 Vine St,Syracuse,1000
" Bear Swamp Rd, Fenner, New York","Bear Swamp Road, Rowan Corners, Town of Fenner, Lincoln, Madison County, New York, 13037, United States",42.984367,-75.800599, Bear Swamp Rd,Fenner,70000
"4543 Hollyshire Way, Clay, New York","Hollyshire Way, Town of Clay, Onondaga County, New York, 13041, United States",43.2024673,-76.1991162,4543 Hollyshire Way,Clay,250000
"31 Artillery Ln, Baldwinsville, New York","31, Artillery Lane, Village of Baldwinsville, Town of Lysander, Onondaga County, New York, 13027, United States",43.1659478,-76.3435301,31 Artillery Ln,Baldwinsville,209500
" Mcdonald Rd, Elbridge (town), New York","McDonald Road, Town of Elbridge, Onondaga County, New York, 13112, United States",43.090099,-76.425326, Mcdonald Rd,Elbridge (town),25000
" Stump Rd, Skaneateles (town), New York","Stump Road, Shepard Settlement, Town of Skaneateles, Onondaga County, New York, 13108, United States",42.993648,-76.414972, Stump Rd,Skaneateles (town),475000
"206 Grace St, Syracuse, New York","206, Grace Street, Near Westside, City of Syracuse, Onondaga County, New York, 13204, United States",43.0382839,-76.1669793,206 Grace St,Syracuse,78
"7190 Van Buren Rd, Van Buren, New York","7190, Van Buren Road, Town of Van Buren, Onondaga County, New York, 13027, United States",43.1178616,-76.3084406,7190 Van Buren Rd,Van Buren,10000
"88 Godfrey Rd, Schroeppel, New York","88, Godfrey Road, Pennellville, Town of Schroeppel, Oswego County, New York, 13132, United States",43.2885841,-76.2736807,88 Godfrey Rd,Schroeppel,17981
"3422 Tall Tree Lane, Lysander, New York","Tall Tree Lane, Town of Lysander, Onondaga County, New York, 13027, United States",43.1604722,-76.2738393,3422 Tall Tree Lane,Lysander,497700
"3437 Tall Tree Lane, Lysander, New York","Tall Tree Lane, Town of Lysander, Onondaga County, New York, 13027, United States",43.1604722,-76.2738393,3437 Tall Tree Lane,Lysander,80000
"9001 Kennedy Ln, Sullivan, New York","Kennedy Lane, Town of Sullivan, Madison County, New York, 13032, United States",43.157722,-75.822869,9001 Kennedy Ln,Sullivan,28000
"136 Washington Ave, Sullivan, New York","136, Washington Avenue, Oneida Lake Beach West, Village of Canastota, Madison County, New York, 13032, United States",43.1547485,-75.8507427,136 Washington Ave,Sullivan,19900
"9 Deerfield Rd., Sullivan, New York","9, Deerfield Road, Village of Canastota, Lenox, Madison County, New York, 13032, United States",43.065671,-75.8084468,9 Deerfield Rd.,Sullivan,18900
"2024 Teall Ave, Salina, New York","2024, Teall Avenue, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.0794441,-76.12320982186579,2024 Teall Ave,Salina,135000
"3291 Milton Ave, Camillus (town), New York","3291, Milton Avenue, Fairmount, City of Syracuse, Town of Geddes, Onondaga County, New York, 13219, United States",43.0532124,-76.2361273,3291 Milton Ave,Camillus (town),14000
"5585 Sayles Corners Rd, Moravia (town), New York","5585, Sayles Corners Road, Town of Sempronius, Town of Moravia, Cayuga County, New York, 13118, United States",42.748171,-76.373426342947,5585 Sayles Corners Rd,Moravia (town),30000
"15933 Irwin Rd, Sterling, New York","15933, Irwin Road, North Sterling, Town of Sterling, Cayuga County, New York, 13156, United States",43.38525506988654,-76.62817858564513,15933 Irwin Rd,Sterling,47000
"2602 Mckinley Street, Cazenovia (town), New York","2602, McKinley Street, New Woodstock, Town of Cazenovia, Madison County, New York, 13122, United States",42.8476403,-75.8518137,2602 Mckinley Street,Cazenovia (town),1800
"3125 Cold Springs Rd, Lysander, New York","3125, Cold Springs Road, Town of Lysander, Onondaga County, New York, 13027, United States",43.14883696,-76.29370048,3125 Cold Springs Rd,Lysander,169900
"6719 Route 31, Cicero, New York","State Route 31, Town of Clay, Onondaga County, New York, 13041, United States",43.174868,-76.134691,6719 Route 31,Cicero,200000
" Ladue Rd, Sterling, New York","Ladue Road, Town of Sterling, Cayuga County, New York, 13064, United States",43.287929,-76.702898, Ladue Rd,Sterling,20000
" Salt Rd, Summerhill, New York","Salt Road, Town of Summerhill, Cayuga County, New York, 13093, United States",42.654484,-76.326304, Salt Rd,Summerhill,4000
" Anthony Rd, Clay, New York","Anthony Road, Town of Clay, Onondaga County, New York, 13029, United States",43.242371,-76.174039, Anthony Rd,Clay,8500
"4013 Gates Rd, Pompey, New York","4013, Gates Road, Town of Pompey, Onondaga County, New York, 13078, United States",42.9660686,-76.024919,4013 Gates Rd,Pompey,350000
"8931 Delphi Falls Rd, Pompey, New York","8931, Delphi Falls Road, Delphi Falls, Town of Pompey, Onondaga County, New York, 13122, United States",42.8758223,-75.9117597,8931 Delphi Falls Rd,Pompey,6500
"127 Genesee St, Wampsville, New York","127, Genesee Street, Village of Canastota, Town of Lenox, Madison County, New York, 13032, United States",43.0748757,-75.7087252,127 Genesee St,Wampsville,64000
